"Origin,""colYear"",""colMonth"",""prom_arribades"""
"CLE,""1997"",""3"",""0.0000"""
"CLE,""1997"",""4"",""-7.0000"""
"CLE,""1997"",""8"",""110.0000"""
"CLE,""1997"",""9"",""-9.0000"""
"CLE,""1998"",""2"",""12.0000"""
"CLE,""1998"",""3"",""2.0000"""
"CLE,""1998"",""11"",""124.0000"""
"CLE,""1999"",""1"",""-5.0000"""
"CLE,""1999"",""9"",""-2.0000"""
"CLE,""2000"",""4"",""-5.0000"""
"CLE,""2000"",""6"",""-2.0000"""
"CLE,""2000"",""10"",""8.0000"""
"CLE,""2002"",""4"",""6.0000"""
"CLE,""2002"",""5"",""-6.0000"""
"CLE,""2002"",""8"",""-4.0000"""
"CLE,""2003"",""4"",""3.0000"""
"CLE,""2003"",""5"",""-8.0000"""
"CLE,""2003"",""8"",""-16.0000"""
"CLE,""2003"",""12"",""23.0000"""
"CLE,""2004"",""1"",""8.0000"""
"CLE,""2004"",""7"",""-5.0000"""
"CLE,""2004"",""8"",""-4.5000"""
"CLE,""2004"",""9"",""-20.0000"""
"CLE,""2005"",""3"",""17.0000"""
"CLE,""2006"",""1"",""-15.0000"""
"CLE,""2006"",""7"",""-13.0000"""
"CLE,""2006"",""8"",""19.0000"""
"CLE,""2007"",""1"",""-16.0000"""
"CLE,""2007"",""4"",""49.0000"""
"CLE,""2007"",""9"",""-3.0000"""
"CLE,""2008"",""4"",""-15.0000"""
"CLE,""2008"",""6"",""-3.0000"""
"CLL,""2006"",""1"",""-16.0000"""
"CLT,""1987"",""11"",""36.0000"""
"CLT,""1988"",""1"",""-13.0000"""
"CLT,""1988"",""3"",""-4.0000"""
"CLT,""1988"",""4"",""-12.0000"""
"CLT,""1988"",""5"",""13.0000"""
"CLT,""1988"",""6"",""13.0000"""
"CLT,""1988"",""7"",""-7.0000"""
"CLT,""1988"",""8"",""1.0000"""
"CLT,""1989"",""1"",""5.0000"""
"CLT,""1989"",""3"",""-2.0000"""
"CLT,""1989"",""4"",""-9.0000"""
"CLT,""1990"",""2"",""18.0000"""
"CLT,""1990"",""6"",""16.0000"""
"CLT,""1990"",""7"",""-8.0000"""
"CLT,""1990"",""8"",""-1.0000"""
"CLT,""1990"",""11"",""-14.0000"""
"CLT,""1991"",""5"",""0.0000"""
"CLT,""1991"",""8"",""39.0000"""
"CLT,""1991"",""9"",""9.0000"""
"CLT,""1991"",""11"",""-16.0000"""
"CLT,""1991"",""12"",""5.0000"""
"CLT,""1992"",""3"",""-1.0000"""
"CLT,""1992"",""4"",""-3.0000"""
"CLT,""1992"",""5"",""1.0000"""
"CLT,""1992"",""7"",""-1.0000"""
"CLT,""1992"",""9"",""2.0000"""
"CLT,""1992"",""10"",""-7.0000"""
"CLT,""1992"",""11"",""10.0000"""
"CLT,""1993"",""1"",""1.0000"""
"CLT,""1993"",""2"",""10.0000"""
"CLT,""1993"",""3"",""29.0000"""
"CLT,""1993"",""6"",""28.0000"""
"CLT,""1993"",""8"",""23.0000"""
"CLT,""1993"",""9"",""13.0000"""
"CLT,""1993"",""10"",""49.0000"""
"CLT,""1993"",""11"",""3.0000"""
"CLT,""1994"",""6"",""4.5000"""
"CLT,""1994"",""7"",""58.0000"""
"CLT,""1994"",""10"",""14.0000"""
"CLT,""1995"",""4"",""3.5000"""
"CLT,""1995"",""10"",""21.0000"""
"CLT,""1995"",""11"",""18.0000"""
"CLT,""1995"",""12"",""24.0000"""
"CLT,""1996"",""3"",""24.0000"""
"CLT,""1996"",""4"",""4.0000"""
"CLT,""1996"",""5"",""49.5000"""
"CLT,""1996"",""7"",""16.5000"""
"CLT,""1997"",""9"",""-7.5000"""
"CLT,""1997"",""10"",""0.0000"""
"CLT,""1998"",""1"",""28.0000"""
"CLT,""1998"",""3"",""-3.0000"""
"CLT,""1998"",""5"",""-2.0000"""
"CLT,""1998"",""12"",""16.0000"""
"CLT,""1999"",""7"",""58.0000"""
"CLT,""2000"",""6"",""-3.0000"""
"CLT,""2000"",""12"",""-1.0000"""
"CLT,""2001"",""6"",""220.0000"""
"CLT,""2002"",""3"",""37.0000"""
"CLT,""2002"",""10"",""-17.0000"""
"CLT,""2002"",""12"",""17.0000"""
"CLT,""2003"",""1"",""5.0000"""
"CLT,""2003"",""4"",""2.0000"""
"CLT,""2003"",""5"",""14.0000"""
"CLT,""2003"",""6"",""-4.0000"""
"CLT,""2003"",""10"",""-6.0000"""
"CLT,""2004"",""1"",""-3.0000"""
"CLT,""2004"",""3"",""-5.0000"""
"CLT,""2004"",""4"",""-8.0000"""
"CLT,""2004"",""5"",""-15.0000"""
"CLT,""2004"",""6"",""-23.0000"""
"CLT,""2004"",""7"",""6.0000"""
"CLT,""2004"",""9"",""-9.5000"""
"CLT,""2004"",""11"",""-2.0000"""
"CLT,""2005"",""2"",""-18.0000"""
"CLT,""2005"",""4"",""-9.0000"""
"CLT,""2005"",""12"",""32.0000"""
"CLT,""2006"",""3"",""14.0000"""
"CLT,""2006"",""4"",""-8.0000"""
"CLT,""2006"",""12"",""-16.0000"""
"CLT,""2007"",""2"",""-6.0000"""
"CLT,""2007"",""5"",""2.0000"""
"CLT,""2007"",""6"",""-7.0000"""
"CLT,""2008"",""3"",""0.0000"""
"CLT,""2008"",""6"",""116.0000"""
"CLT,""2008"",""10"",""-8.0000"""
"CLT,""2008"",""12"",""-23.0000"""
"CMH,""1988"",""1"",""1.0000"""
"CMH,""1988"",""11"",""21.0000"""
"CMH,""1991"",""7"",""-5.0000"""
"CMH,""1992"",""3"",""-8.0000"""
"CMH,""1992"",""9"",""7.0000"""
"CMH,""1993"",""1"",""2.0000"""
"CMH,""1993"",""6"",""5.0000"""
"CMH,""1993"",""12"",""14.0000"""
"CMH,""1994"",""3"",""3.0000"""
"CMH,""1994"",""8"",""113.0000"""
"CMH,""1995"",""1"",""13.0000"""
"CMH,""1997"",""3"",""-11.0000"""
"CMH,""1997"",""12"",""-2.0000"""
"CMH,""1998"",""5"",""16.0000"""
"CMH,""2001"",""10"",""-15.0000"""
"CMH,""2002"",""3"",""45.0000"""
"CMH,""2003"",""1"",""1.0000"""
"CMH,""2003"",""3"",""-35.0000"""
"CMH,""2004"",""1"",""-30.0000"""
"CMH,""2004"",""3"",""137.0000"""
"CMH,""2004"",""5"",""47.0000"""
"CMH,""2004"",""12"",""9.5000"""
"CMH,""2006"",""12"",""-2.0000"""
"CMH,""2008"",""2"",""15.0000"""
"CMH,""2008"",""4"",""2.0000"""
"CMH,""2008"",""7"",""15.0000"""
"CMI,""1992"",""4"",""13.0000"""
"CMI,""2006"",""2"",""-15.0000"""
"COS,""1988"",""11"",""9.0000"""
"COS,""1989"",""6"",""88.0000"""
"COS,""1990"",""5"",""32.0000"""
"COS,""1991"",""7"",""2.0000"""
"COS,""1992"",""11"",""-14.0000"""
"COS,""1995"",""4"",""-7.0000"""
"COS,""1996"",""9"",""46.0000"""
"COS,""1998"",""3"",""-10.0000"""
"COS,""1999"",""7"",""119.0000"""
"COS,""2006"",""9"",""-15.0000"""
"COS,""2008"",""2"",""-18.0000"""
"COS,""2008"",""3"",""13.0000"""
"CRP,""1990"",""9"",""-3.0000"""
"CRP,""1992"",""1"",""0.0000"""
"CRP,""2002"",""11"",""-8.0000"""
"CRP,""2003"",""10"",""-18.0000"""
"CRP,""2005"",""9"",""-8.0000"""
"CRP,""2005"",""12"",""-4.0000"""
"CRW,""1989"",""8"",""2.0000"""
"CRW,""1990"",""2"",""-6.0000"""
"CRW,""1995"",""11"",""-2.0000"""
"CRW,""2006"",""12"",""62.0000"""
"CSG,""2005"",""4"",""18.0000"""
"CVG,""1987"",""10"",""3.0000"""
"CVG,""1988"",""1"",""12.5000"""
"CVG,""1988"",""10"",""1.0000"""
"CVG,""1989"",""5"",""-2.0000"""
"CVG,""1989"",""9"",""-8.0000"""
"CVG,""1990"",""12"",""24.0000"""
"CVG,""1992"",""3"",""20.0000"""
"CVG,""1992"",""6"",""12.0000"""
"CVG,""1992"",""7"",""13.0000"""
"CVG,""1992"",""9"",""6.0000"""
"CVG,""1992"",""10"",""-3.0000"""
"CVG,""1993"",""8"",""-3.0000"""
"CVG,""1993"",""9"",""9.0000"""
"CVG,""1993"",""12"",""0.0000"""
"CVG,""1994"",""4"",""24.0000"""
"CVG,""1995"",""5"",""16.0000"""
"CVG,""1995"",""6"",""31.0000"""
"CVG,""1996"",""7"",""137.0000"""
"CVG,""1996"",""9"",""-7.0000"""
"CVG,""1996"",""10"",""2.0000"""
"CVG,""1996"",""11"",""1.0000"""
"CVG,""1996"",""12"",""18.0000"""
"CVG,""1997"",""2"",""5.0000"""
"CVG,""1997"",""11"",""-5.0000"""
"CVG,""1997"",""12"",""2.0000"""
"CVG,""1998"",""4"",""-19.0000"""
"CVG,""1998"",""7"",""6.0000"""
"CVG,""1999"",""3"",""6.0000"""
"CVG,""1999"",""6"",""40.0000"""
"CVG,""1999"",""10"",""65.0000"""
"CVG,""1999"",""12"",""-3.0000"""
"CVG,""2000"",""2"",""-1.0000"""
"CVG,""2000"",""4"",""18.0000"""
"CVG,""2000"",""5"",""-21.0000"""
"CVG,""2000"",""8"",""-8.0000"""
"CVG,""2000"",""11"",""-7.0000"""
"CVG,""2001"",""1"",""9.0000"""
"CVG,""2001"",""11"",""1.0000"""
"CVG,""2001"",""12"",""-11.0000"""
"CVG,""2002"",""3"",""9.0000"""
"CVG,""2002"",""8"",""-5.0000"""
"CVG,""2002"",""12"",""-19.0000"""
"CVG,""2003"",""5"",""-11.0000"""
"CVG,""2003"",""8"",""-13.0000"""
"CVG,""2004"",""2"",""75.0000"""
"CVG,""2004"",""3"",""-4.0000"""
"CVG,""2004"",""4"",""-1.0000"""
"CVG,""2004"",""6"",""3.0000"""
"CVG,""2004"",""7"",""-6.0000"""
"CVG,""2004"",""8"",""12.0000"""
"CVG,""2004"",""9"",""-5.0000"""
"CVG,""2004"",""10"",""10.0000"""
"CVG,""2004"",""12"",""2.0000"""
"CVG,""2005"",""1"",""-0.5000"""
"CVG,""2005"",""2"",""-4.5000"""
"CVG,""2005"",""4"",""-14.0000"""
"CVG,""2005"",""5"",""-8.0000"""
"CVG,""2005"",""6"",""6.0000"""
"CVG,""2005"",""7"",""5.0000"""
"CVG,""2005"",""8"",""-1.0000"""
"CVG,""2006"",""5"",""-20.0000"""
"CVG,""2006"",""6"",""-7.0000"""
"CVG,""2006"",""10"",""21.0000"""
"CVG,""2006"",""11"",""1.0000"""
"CVG,""2007"",""2"",""67.0000"""
"CVG,""2007"",""5"",""-16.0000"""
"CVG,""2007"",""7"",""38.0000"""
"CVG,""2007"",""10"",""-30.0000"""
"CVG,""2007"",""12"",""19.0000"""
"CVG,""2008"",""2"",""-7.0000"""
"CVG,""2008"",""6"",""8.0000"""
"CVG,""2008"",""7"",""14.0000"""
"CVG,""2008"",""8"",""-20.0000"""
"DAB,""2005"",""9"",""24.0000"""
"DAL,""1988"",""2"",""8.0000"""
"DAL,""1988"",""6"",""-1.0000"""
"DAL,""1988"",""8"",""12.0000"""
"DAL,""1989"",""3"",""-3.0000"""
"DAL,""1989"",""6"",""2.0000"""
"DAL,""1989"",""9"",""8.0000"""
"DAL,""1990"",""3"",""2.0000"""
"DAL,""1990"",""8"",""-5.0000"""
"DAL,""1990"",""9"",""8.0000"""
"DAL,""1991"",""2"",""3.0000"""
"DAL,""1991"",""3"",""-2.0000"""
"DAL,""1991"",""4"",""7.0000"""
"DAL,""1991"",""7"",""7.0000"""
"DAL,""1992"",""3"",""13.0000"""
"DAL,""1992"",""11"",""-9.0000"""
"DAL,""1994"",""2"",""13.0000"""
"DAL,""1994"",""7"",""14.0000"""
"DAL,""1995"",""1"",""1.0000"""
"DAL,""1995"",""5"",""30.0000"""
"DAL,""1995"",""6"",""3.5000"""
"DAL,""1995"",""9"",""-5.0000"""
"DAL,""1997"",""5"",""-3.0000"""
"DAL,""1997"",""12"",""-5.0000"""
"DAL,""1998"",""5"",""-7.0000"""
"DAL,""1998"",""10"",""13.0000"""
"DAL,""1998"",""12"",""-3.0000"""
"DAL,""1999"",""5"",""5.0000"""
"DAL,""1999"",""8"",""52.0000"""
"DAL,""1999"",""12"",""2.0000"""
"DAL,""2000"",""4"",""8.0000"""
"DAL,""2002"",""9"",""-5.0000"""
"DAL,""2003"",""5"",""35.0000"""
"DAL,""2003"",""10"",""0.0000"""
"DAL,""2003"",""11"",""-1.0000"""
"DAL,""2004"",""4"",""8.0000"""
"DAL,""2004"",""7"",""4.0000"""
"DAL,""2004"",""9"",""13.0000"""
"DAL,""2006"",""6"",""36.0000"""
"DAL,""2006"",""9"",""-2.0000"""
"DAL,""2008"",""5"",""49.0000"""
"DAL,""2008"",""9"",""-2.0000"""
"DAY,""1988"",""1"",""265.0000"""
"DAY,""1988"",""2"",""16.0000"""
"DAY,""1988"",""8"",""-4.0000"""
"DAY,""1988"",""10"",""17.0000"""
"DAY,""1990"",""3"",""-8.0000"""
"DAY,""1990"",""4"",""-12.0000"""
"DAY,""1990"",""9"",""0.0000"""
"DAY,""1991"",""4"",""-4.0000"""
"DAY,""1994"",""8"",""16.0000"""
"DAY,""2003"",""9"",""-8.0000"""
"DCA,""1987"",""10"",""19.0000"""
"DCA,""1988"",""3"",""17.0000"""
"DCA,""1988"",""4"",""2.0000"""
"DCA,""1988"",""7"",""1.0000"""
"DCA,""1989"",""1"",""-8.0000"""
"DCA,""1989"",""3"",""1.0000"""
"DCA,""1989"",""10"",""24.0000"""
"DCA,""1989"",""12"",""20.0000"""
"DCA,""1990"",""1"",""0.0000"""
"DCA,""1990"",""7"",""-11.0000"""
"DCA,""1991"",""3"",""-1.0000"""
"DCA,""1991"",""4"",""-3.0000"""
"DCA,""1991"",""7"",""1.5000"""
"DCA,""1991"",""9"",""-1.0000"""
"DCA,""1991"",""11"",""5.0000"""
"DCA,""1991"",""12"",""0.0000"""
"DCA,""1992"",""2"",""-7.0000"""
"DCA,""1992"",""7"",""-5.0000"""
"DCA,""1992"",""8"",""-3.0000"""
"DCA,""1993"",""2"",""7.0000"""
"DCA,""1993"",""3"",""16.0000"""
"DCA,""1994"",""2"",""-8.0000"""
"DCA,""1994"",""4"",""-10.0000"""
"DCA,""1994"",""9"",""-7.5000"""
"DCA,""1994"",""12"",""-7.0000"""
"DCA,""1995"",""6"",""3.0000"""
"DCA,""1995"",""8"",""-9.0000"""
"DCA,""1995"",""9"",""-2.0000"""
"DCA,""1995"",""10"",""13.0000"""
"DCA,""1996"",""1"",""-2.0000"""
"DCA,""1996"",""2"",""4.0000"""
"DCA,""1996"",""3"",""-3.0000"""
"DCA,""1996"",""4"",""-12.0000"""
"DCA,""1996"",""10"",""20.0000"""
"DCA,""1998"",""1"",""4.0000"""
"DCA,""1998"",""4"",""22.0000"""
"DCA,""1998"",""7"",""-14.0000"""
"DCA,""1998"",""8"",""-4.0000"""
"DCA,""1999"",""10"",""10.0000"""
"DCA,""2000"",""7"",""57.0000"""
"DCA,""2000"",""10"",""10.0000"""
"DCA,""2002"",""4"",""2.0000"""
"DCA,""2002"",""12"",""2.0000"""
"DCA,""2003"",""7"",""-11.0000"""
"DCA,""2003"",""12"",""-1.0000"""
"DCA,""2004"",""5"",""-12.0000"""
"DCA,""2004"",""11"",""10.0000"""
"DCA,""2005"",""3"",""-6.0000"""
"DCA,""2005"",""6"",""0.0000"""
"DCA,""2006"",""4"",""-16.0000"""
"DCA,""2007"",""5"",""0.0000"""
"DCA,""2007"",""8"",""37.0000"""
"DCA,""2007"",""10"",""3.0000"""
"DCA,""2007"",""11"",""-6.3333"""
"DCA,""2008"",""1"",""-14.0000"""
"DCA,""2008"",""6"",""107.0000"""
"DCA,""2008"",""8"",""-11.0000"""
"DCA,""2008"",""9"",""27.5000"""
"DEN,""1987"",""10"",""-1.5000"""
"DEN,""1987"",""11"",""4.0000"""
"DEN,""1987"",""12"",""-1.0000"""
"DEN,""1988"",""6"",""6.0000"""
"DEN,""1988"",""7"",""-12.0000"""
"DEN,""1989"",""2"",""-7.5000"""
"DEN,""1989"",""4"",""11.0000"""
"DEN,""1989"",""5"",""-7.5000"""
"DEN,""1989"",""9"",""-4.0000"""
"DEN,""1990"",""1"",""-8.0000"""
"DEN,""1990"",""3"",""37.0000"""
"DEN,""1990"",""10"",""-10.0000"""
"DEN,""1991"",""2"",""-10.0000"""
"DEN,""1991"",""3"",""100.0000"""
"DEN,""1991"",""12"",""11.6667"""
"DEN,""1992"",""4"",""5.0000"""
"DEN,""1992"",""7"",""13.0000"""
"DEN,""1992"",""8"",""74.0000"""
"DEN,""1992"",""9"",""-4.0000"""
"DEN,""1992"",""10"",""8.0000"""
"DEN,""1992"",""12"",""4.5000"""
"DEN,""1993"",""3"",""-12.0000"""
"DEN,""1993"",""5"",""26.0000"""
"DEN,""1993"",""6"",""-22.0000"""
"DEN,""1993"",""7"",""-1.0000"""
"DEN,""1993"",""11"",""-2.0000"""
"DEN,""1994"",""3"",""3.0000"""
"DEN,""1994"",""4"",""5.0000"""
"DEN,""1994"",""5"",""2.0000"""
"DEN,""1994"",""7"",""7.0000"""
"DEN,""1994"",""12"",""30.5000"""
"DEN,""1995"",""8"",""-1.0000"""
"DEN,""1995"",""9"",""-7.0000"""
"DEN,""1996"",""3"",""-4.0000"""
"DEN,""1996"",""6"",""65.5000"""
"DEN,""1996"",""7"",""-17.0000"""
"DEN,""1996"",""8"",""23.0000"""
"DEN,""1996"",""10"",""2.0000"""
"DEN,""1997"",""1"",""-8.0000"""
"DEN,""1997"",""4"",""-2.0000"""
"DEN,""1997"",""8"",""-7.0000"""
"DEN,""1997"",""10"",""73.0000"""
"DEN,""1997"",""12"",""-1.0000"""
"DEN,""1998"",""1"",""-2.0000"""
"DEN,""1998"",""2"",""10.0000"""
"DEN,""1998"",""8"",""16.0000"""
"DEN,""1998"",""9"",""-8.0000"""
"DEN,""1998"",""11"",""-2.0000"""
"DEN,""1998"",""12"",""-5.0000"""
"DEN,""1999"",""1"",""0.0000"""
"DEN,""1999"",""6"",""-5.0000"""
"DEN,""1999"",""8"",""3.0000"""
"DEN,""1999"",""12"",""4.0000"""
"DEN,""2000"",""4"",""-17.0000"""
"DEN,""2000"",""7"",""0.0000"""
"DEN,""2000"",""9"",""2.0000"""
"DEN,""2000"",""10"",""-9.0000"""
"DEN,""2001"",""6"",""-9.0000"""
"DEN,""2001"",""7"",""-27.0000"""
"DEN,""2002"",""3"",""-7.0000"""
"DEN,""2002"",""4"",""35.0000"""
"DEN,""2002"",""5"",""15.0000"""
"DEN,""2002"",""7"",""-6.5000"""
"DEN,""2002"",""10"",""-2.0000"""
"DEN,""2003"",""6"",""-11.0000"""
"DEN,""2003"",""7"",""-12.0000"""
"DEN,""2003"",""9"",""-15.0000"""
"DEN,""2004"",""4"",""1.0000"""
"DEN,""2004"",""5"",""-7.0000"""
"DEN,""2004"",""6"",""-5.0000"""
"DEN,""2004"",""7"",""35.0000"""
"DEN,""2004"",""9"",""-10.0000"""
"DEN,""2004"",""10"",""-2.5000"""
"DEN,""2004"",""11"",""-18.0000"""
"DEN,""2004"",""12"",""5.0000"""
"DEN,""2005"",""7"",""-11.0000"""
"DEN,""2005"",""8"",""-10.0000"""
"DEN,""2005"",""10"",""-7.0000"""
"DEN,""2005"",""11"",""-6.0000"""
"DEN,""2005"",""12"",""55.0000"""
"DEN,""2006"",""1"",""7.0000"""
"DEN,""2006"",""2"",""-6.0000"""
"DEN,""2006"",""10"",""37.0000"""
"DEN,""2006"",""11"",""5.0000"""
"DEN,""2007"",""1"",""4.0000"""
"DEN,""2007"",""2"",""4.3333"""
"DEN,""2007"",""3"",""51.0000"""
"DEN,""2007"",""8"",""-6.0000"""
"DEN,""2007"",""11"",""0.0000"""
"DEN,""2008"",""1"",""-3.0000"""
"DEN,""2008"",""3"",""-14.0000"""
"DEN,""2008"",""4"",""-4.0000"""
"DEN,""2008"",""5"",""-5.0000"""
"DEN,""2008"",""8"",""-11.0000"""
"DEN,""2008"",""9"",""28.0000"""
"DEN,""2008"",""11"",""-1.0000"""
"DEN,""2008"",""12"",""38.0000"""
"DET,""1991"",""6"",""-4.0000"""
"DET,""1991"",""8"",""5.0000"""
"DET,""1993"",""8"",""4.0000"""
"DFW,""1987"",""10"",""12.0000"""
"DFW,""1987"",""12"",""13.5000"""
"DFW,""1988"",""1"",""2.0000"""
"DFW,""1988"",""2"",""-1.6667"""
"DFW,""1988"",""4"",""-5.0000"""
"DFW,""1988"",""12"",""-7.0000"""
"DFW,""1989"",""4"",""28.0000"""
"DFW,""1989"",""5"",""12.0000"""
"DFW,""1989"",""6"",""-7.0000"""
"DFW,""1989"",""8"",""-4.0000"""
"DFW,""1989"",""10"",""4.0000"""
"DFW,""1989"",""12"",""8.0000"""
"DFW,""1990"",""6"",""10.5000"""
"DFW,""1990"",""8"",""10.0000"""
"DFW,""1990"",""9"",""12.0000"""
"DFW,""1990"",""10"",""-0.5000"""
"DFW,""1990"",""11"",""3.0000"""
"DFW,""1990"",""12"",""134.0000"""
"DFW,""1991"",""1"",""67.0000"""
"DFW,""1991"",""2"",""-13.0000"""
"DFW,""1991"",""5"",""75.0000"""
"DFW,""1991"",""7"",""-4.0000"""
"DFW,""1991"",""8"",""24.0000"""
"DFW,""1991"",""9"",""-4.6667"""
"DFW,""1991"",""10"",""0.0000"""
"DFW,""1991"",""11"",""0.0000"""
"DFW,""1991"",""12"",""-23.0000"""
"DFW,""1992"",""1"",""27.0000"""
"DFW,""1992"",""3"",""5.5000"""
"DFW,""1992"",""6"",""1.5000"""
"DFW,""1992"",""7"",""3.0000"""
"DFW,""1992"",""8"",""-15.0000"""
"DFW,""1992"",""10"",""-6.0000"""
"DFW,""1992"",""12"",""23.0000"""
"DFW,""1993"",""1"",""27.5000"""
"DFW,""1993"",""2"",""1.0000"""
"DFW,""1993"",""4"",""3.3333"""
"DFW,""1993"",""5"",""16.0000"""
"DFW,""1993"",""6"",""1.0000"""
"DFW,""1993"",""7"",""5.0000"""
"DFW,""1993"",""10"",""14.0000"""
"DFW,""1993"",""11"",""17.0000"""
"DFW,""1993"",""12"",""-7.0000"""
"DFW,""1994"",""1"",""-4.0000"""
"DFW,""1994"",""3"",""0.0000"""
"DFW,""1994"",""4"",""-12.0000"""
"DFW,""1994"",""9"",""4.0000"""
"DFW,""1994"",""10"",""-15.0000"""
"DFW,""1994"",""12"",""12.0000"""
"DFW,""1995"",""1"",""-3.0000"""
"DFW,""1995"",""3"",""29.0000"""
"DFW,""1995"",""4"",""-7.0000"""
"DFW,""1995"",""5"",""7.0000"""
"DFW,""1995"",""6"",""68.0000"""
"DFW,""1995"",""7"",""0.0000"""
"DFW,""1995"",""8"",""4.0000"""
"DFW,""1995"",""12"",""-8.0000"""
"DFW,""1996"",""3"",""16.0000"""
"DFW,""1996"",""4"",""-7.0000"""
"DFW,""1996"",""6"",""3.0000"""
"DFW,""1996"",""7"",""-5.0000"""
"DFW,""1996"",""8"",""0.5000"""
"DFW,""1996"",""9"",""10.0000"""
"DFW,""1996"",""10"",""0.5000"""
"DFW,""1996"",""11"",""43.0000"""
"DFW,""1996"",""12"",""3.0000"""
"DFW,""1997"",""1"",""52.0000"""
"DFW,""1997"",""3"",""23.0000"""
"DFW,""1997"",""5"",""-19.0000"""
"DFW,""1997"",""8"",""-2.0000"""
"DFW,""1997"",""11"",""11.0000"""
"DFW,""1997"",""12"",""1.5000"""
"DFW,""1998"",""1"",""-20.0000"""
"DFW,""1998"",""2"",""-10.0000"""
"DFW,""1998"",""3"",""-9.0000"""
"DFW,""1998"",""6"",""23.0000"""
"DFW,""1998"",""8"",""7.0000"""
"DFW,""1998"",""10"",""-14.5000"""
"DFW,""1998"",""11"",""-6.0000"""
"DFW,""1999"",""2"",""-11.0000"""
"DFW,""1999"",""5"",""-22.0000"""
"DFW,""1999"",""7"",""1.0000"""
"DFW,""1999"",""12"",""-7.0000"""
"DFW,""2000"",""4"",""34.5000"""
"DFW,""2000"",""5"",""-1.0000"""
"DFW,""2000"",""6"",""-6.0000"""
"DFW,""2000"",""7"",""5.0000"""
"DFW,""2000"",""8"",""25.0000"""
"DFW,""2000"",""10"",""-4.5000"""
"DFW,""2000"",""12"",""6.0000"""
"DFW,""2001"",""3"",""39.0000"""
"DFW,""2001"",""4"",""28.0000"""
"DFW,""2001"",""5"",""12.0000"""
"DFW,""2001"",""8"",""21.5000"""
"DFW,""2001"",""10"",""-11.0000"""
"DFW,""2001"",""11"",""-10.0000"""
"DFW,""2002"",""2"",""-20.0000"""
"DFW,""2002"",""3"",""4.5000"""
"DFW,""2002"",""4"",""-12.0000"""
"DFW,""2002"",""5"",""-8.5000"""
"DFW,""2002"",""6"",""16.0000"""
"DFW,""2002"",""7"",""-8.0000"""
"DFW,""2002"",""9"",""-12.5000"""
"DFW,""2002"",""10"",""-5.0000"""
"DFW,""2002"",""12"",""-16.5000"""
"DFW,""2003"",""1"",""5.6667"""
"DFW,""2003"",""2"",""-6.0000"""
"DFW,""2003"",""3"",""-23.0000"""
"DFW,""2003"",""4"",""91.0000"""
"DFW,""2003"",""5"",""-2.0000"""
"DFW,""2003"",""6"",""17.0000"""
"DFW,""2003"",""7"",""2.0000"""
"DFW,""2003"",""8"",""10.0000"""
"DFW,""2003"",""9"",""-9.0000"""
"DFW,""2003"",""11"",""-9.0000"""
"DFW,""2004"",""1"",""-4.0000"""
"DFW,""2004"",""2"",""-1.5000"""
"DFW,""2004"",""3"",""-6.0000"""
"DFW,""2004"",""4"",""0.6667"""
"DFW,""2004"",""5"",""-3.5000"""
"DFW,""2004"",""6"",""6.5000"""
"DFW,""2004"",""7"",""-8.0000"""
"DFW,""2004"",""8"",""-9.0000"""
"DFW,""2004"",""10"",""-14.0000"""
"DFW,""2004"",""11"",""-36.0000"""
"DFW,""2004"",""12"",""12.3333"""
"DFW,""2005"",""1"",""88.0000"""
"DFW,""2005"",""2"",""6.5000"""
"DFW,""2005"",""3"",""-9.0000"""
"DFW,""2005"",""4"",""7.0000"""
"DFW,""2005"",""5"",""7.0000"""
"DFW,""2005"",""6"",""-8.3333"""
"DFW,""2005"",""7"",""-9.0000"""
"DFW,""2005"",""8"",""-2.0000"""
"DFW,""2005"",""9"",""-2.0000"""
"DFW,""2005"",""10"",""-3.0000"""
"DFW,""2005"",""11"",""47.0000"""
"DFW,""2005"",""12"",""0.0000"""
"DFW,""2006"",""5"",""9.0000"""
"DFW,""2006"",""6"",""4.3333"""
"DFW,""2006"",""9"",""-39.0000"""
"DFW,""2006"",""10"",""9.0000"""
"DFW,""2006"",""12"",""5.5000"""
"DFW,""2007"",""1"",""-27.0000"""
"DFW,""2007"",""2"",""59.0000"""
"DFW,""2007"",""3"",""17.0000"""
"DFW,""2007"",""4"",""163.0000"""
"DFW,""2007"",""5"",""-15.0000"""
"DFW,""2007"",""7"",""1.0000"""
"DFW,""2007"",""8"",""53.0000"""
"DFW,""2007"",""10"",""-7.0000"""
"DFW,""2007"",""11"",""-25.0000"""
"DFW,""2007"",""12"",""-7.5000"""
"DFW,""2008"",""2"",""-1.0000"""
"DFW,""2008"",""3"",""-10.0000"""
"DFW,""2008"",""4"",""3.0000"""
"DFW,""2008"",""8"",""-7.0000"""
"DFW,""2008"",""9"",""4.0000"""
"DFW,""2008"",""10"",""-5.0000"""
"DFW,""2008"",""11"",""-13.0000"""
"DSM,""1993"",""10"",""10.0000"""
"DSM,""1994"",""5"",""-8.0000"""
"DSM,""1997"",""5"",""-7.0000"""
"DSM,""1997"",""10"",""-13.0000"""
"DSM,""1999"",""5"",""-12.0000"""
"DSM,""2008"",""7"",""2.0000"""
"DTW,""1987"",""10"",""4.0000"""
"DTW,""1988"",""1"",""5.0000"""
"DTW,""1988"",""4"",""6.0000"""
